id;puntos_historicos;puntos;fecha_afiliacion;uni;genero;nacimiento;hora_afiliacion;dia_afiliacion;puntos_gastados;shares_totales;categoria_dominante;recruitments;concursos_participados;premios_canjeados;tickets_canjeados;difference_last_and_first_share;stdv_share_difference;difference_last_raffle_first_share
611;623;423;2013-10-23 01:44:18;NA;NA;NA;22;1;200;5;M;0;1;0;1;2;0.866;-4
612;288;288;2013-10-23 02:04:07;NA;M;NA;23;1;0;1;MISC;0;0;0;NA;0;-1;-1
613;0;0;2013-10-23 02:12:17;NA;F;NA;23;1;0;1;MISC;0;0;0;NA;0;-1;-1
614;0;0;2013-10-23 02:26:36;NA;NA;NA;23;1;0;1;MISC;0;0;0;NA;0;-1;-1
615;1140;340;2013-10-23 03:35:22;Pontificia Universidad Cat;F;1986-11-24;0;2;800;5;MISC;0;2;0;2;14;3.2016;5
616;1884;1884;2013-10-23 03:52:08;Pontificia Universidad Cat;M;1988-05-16;0;2;0;5;VIDEOJUEGOS;0;0;0;NA;1;0.433;-1
617;0;0;2013-10-23 05:33:15;NA;NA;NA;2;2;0;1;MISC;0;0;0;NA;0;-1;-1
618;0;0;2013-10-23 10:58:55;NA;F;NA;7;2;0;0;NA;0;0;0;NA;-1;-1;-1
619;0;0;2013-10-23 10:59:20;NA;NA;NA;7;2;0;1;MISC;0;0;0;NA;0;-1;-1
620;0;0;2013-10-23 12:47:04;NA;NA;NA;9;2;0;2;MISC;0;0;0;NA;0;0;-1
621;1988;188;2013-10-23 13:21:44;NA;F;NA;10;2;1800;17;M;0;4;0;6;4;0.559;4
622;0;0;2013-10-23 13:52:52;NA;F;NA;10;2;0;0;NA;0;0;0;NA;-1;-1;-1
623;0;0;2013-10-23 13:57:38;NA;NA;NA;10;2;0;0;NA;0;0;0;NA;-1;-1;-1
624;2446;246;2013-10-23 15:43:12;Universidad Diego Portales;F;1992-05-04;12;2;2200;3;MISC;0;4;0;6;0;0;0
625;0;0;2013-10-23 16:00:22;NA;NA;NA;13;2;0;0;NA;0;0;0;NA;-1;-1;-1
626;0;0;2013-10-23 16:26:35;NA;F;NA;13;2;0;0;NA;0;0;0;NA;-1;-1;-1
627;0;0;2013-10-23 16:53:44;NA;NA;NA;13;2;0;0;NA;0;0;0;NA;-1;-1;-1
628;0;0;2013-10-23 18:00:05;NA;NA;NA;15;2;0;2;CINE;0;0;0;NA;0;0;-1
629;0;0;2013-10-23 18:28:50;NA;M;NA;15;2;0;0;NA;0;0;0;NA;-1;-1;-1
630;0;0;2013-10-23 18:30:35;NA;F;NA;15;2;0;0;NA;0;0;0;NA;-1;-1;-1
631;2051;1251;2013-10-23 19:00:08;NA;F;NA;16;2;800;4;MISC;0;2;0;2;0;0;0
632;0;0;2013-10-23 19:42:30;NA;F;NA;16;2;0;0;NA;0;0;0;NA;-1;-1;-1
634;0;0;2013-10-23 20:16:54;NA;NA;NA;17;2;0;1;M;0;0;0;NA;0;-1;-1
635;210;210;2013-10-23 20:40:54;NA;NA;NA;17;2;0;2;MISC;0;0;0;NA;0;0;-1
636;720;20;2013-10-23 21:03:42;Pontificia Universidad Cat;F;NA;18;2;700;2;MISC;0;2;0;2;0;0;0
637;0;0;2013-10-23 21:08:32;NA;F;NA;18;2;0;0;NA;0;0;0;NA;-1;-1;-1
638;2134;2134;2013-10-23 21:18:41;Universidad del Pac;F;1987-10-28;18;2;0;12;CINE;0;0;0;NA;38;10.9242;-1
639;32;32;2013-10-23 21:25:26;NA;NA;NA;18;2;0;1;DEPORTES;0;0;0;NA;0;-1;-1
640;0;0;2013-10-23 21:29:47;Universidad de Los Andes;F;1989-12-06;18;2;0;1;MISC;0;0;0;NA;0;-1;-1
641;0;0;2013-10-23 22:42:19;NA;NA;NA;19;2;0;3;MISC;0;0;0;NA;0;0;-1
642;0;0;2013-10-23 23:18:31;NA;F;NA;20;2;0;0;NA;0;0;0;NA;-1;-1;-1
643;0;0;2013-10-23 23:27:31;NA;F;NA;20;2;0;0;NA;0;0;0;NA;-1;-1;-1
644;35;35;2013-10-23 23:49:56;NA;NA;NA;20;2;0;3;CINE;0;0;0;NA;0;0;-1
645;3683;183;2013-10-23 23:53:40;Universidad del Pac;F;1995-02-20;20;2;3500;19;VIDEOJUEGOS;0;4;0;11;137;26.38;132
646;315;315;2013-10-24 01:14:05;NA;F;NA;22;2;0;9;M;0;0;0;NA;2;0.433;-1
647;1244;344;2013-10-24 01:23:41;Pontificia Universidad Cat;F;1994-10-06;22;2;900;2;MISC;0;2;0;2;0;0;-1
648;0;0;2013-10-24 01:32:42;NA;NA;NA;22;2;0;0;NA;0;0;0;NA;-1;-1;-1
649;70;70;2013-10-24 01:34:35;NA;NA;NA;22;2;0;2;MISC;0;0;0;NA;0;0;-1
651;0;0;2013-10-24 13:11:26;NA;NA;NA;10;3;0;0;NA;0;0;0;NA;-1;-1;-1
653;0;0;2013-10-24 17:04:12;NA;NA;NA;14;3;0;2;MISC;0;0;0;NA;0;0;-1
654;0;0;2013-10-24 20:10:07;NA;F;NA;17;3;0;1;MISC;0;0;0;NA;0;-1;-1
655;735;135;2013-10-24 20:43:26;NA;F;NA;17;3;600;2;VIDEOJUEGOS;0;2;0;2;0;0;-4
656;0;0;2013-10-24 22:45:24;NA;NA;NA;19;3;0;0;NA;0;0;0;NA;-1;-1;-1
657;1208;908;2013-10-25 02:24:26;NA;M;NA;23;3;300;3;CINE;0;1;0;2;0;0;-43
658;142;142;2013-10-25 02:37:17;NA;F;NA;23;3;0;4;DEPORTES;0;0;0;NA;79;37.241;-1
659;0;0;2013-10-25 03:04:50;NA;M;NA;0;4;0;0;NA;0;0;0;NA;-1;-1;-1
660;2106;2106;2013-10-25 03:50:15;Universidad Mayor;M;1986-12-21;0;4;0;5;M;0;0;0;NA;5;1.6394;-1
661;113517;90617;2013-10-25 04:52:55;NA;M;1986-12-08;1;4;22900;25;M;0;5;0;25;216;14.9499;216
662;0;0;2013-10-25 11:21:59;NA;NA;NA;8;4;0;2;CINE;0;0;0;NA;0;0;-1
663;0;0;2013-10-25 15:51:58;Universidad Diego Portales;M;1989-07-06;12;4;0;1;MISC;0;0;0;NA;0;-1;-1
664;604;54;2013-10-25 18:35:01;NA;M;1994-03-16;15;4;550;8;DEPORTES;0;2;0;4;25;8.7482;25
665;0;0;2013-10-25 18:39:17;Pontificia Universidad Cat;F;1996-03-31;15;4;0;18;DEPORTES;0;0;0;NA;0;0;-1
666;0;0;2013-10-25 19:04:37;NA;F;NA;16;4;0;0;NA;0;0;0;NA;-1;-1;-1
667;0;0;2013-10-25 19:13:19;NA;NA;NA;16;4;0;0;NA;0;0;0;NA;-1;-1;-1
668;0;0;2013-10-25 19:31:09;NA;NA;NA;16;4;0;1;MISC;0;0;0;NA;0;-1;-1
669;0;0;2013-10-25 20:04:51;NA;F;NA;17;4;0;0;NA;0;0;0;NA;-1;-1;-1
670;0;0;2013-10-25 20:10:56;NA;F;NA;17;4;0;0;NA;0;0;0;NA;-1;-1;-1
671;866;866;2013-10-25 21:34:08;Universidad de Playa Ancha de Ciencias de la Educaci;F;1987-10-17;18;4;0;6;MISC;0;0;0;NA;5;1.2649;-1
672;12191;11391;2013-10-25 21:48:00;Universidad T;F;1990-11-11;18;4;800;41;M;0;1;0;1;332;15.8953;295
673;0;0;2013-10-25 21:54:21;NA;F;NA;18;4;0;0;NA;0;0;0;NA;-1;-1;-1
674;1170;1170;2013-10-25 23:24:00;NA;NA;NA;20;4;0;9;DEPORTES;0;0;0;NA;0;0;-1
675;0;0;2013-10-25 23:34:30;NA;NA;NA;20;4;0;2;MISC;0;0;0;NA;0;0;-1
676;88;88;2013-10-25 23:57:44;NA;F;NA;20;4;0;2;MISC;0;0;0;NA;1;0;-1
677;162;162;2013-10-26 00:05:19;NA;M;1996-10-05;21;4;0;1;MISC;0;0;0;NA;0;-1;-1
678;0;0;2013-10-26 00:14:52;Universidad T;F;1994-04-02;21;4;0;4;MISC;0;0;0;NA;0;0;-1
679;0;0;2013-10-26 00:45:59;NA;M;NA;21;4;0;0;NA;0;0;0;NA;-1;-1;-1
680;1520;1520;2013-10-26 01:48:38;NA;F;1995-10-02;22;4;0;9;CINE;0;0;0;NA;13;4.2993;-1
681;210;210;2013-10-26 01:48:44;NA;F;NA;22;4;0;2;MISC;0;0;0;NA;0;0;-1
682;0;0;2013-10-26 01:48:54;Pontificia Universidad Cat;F;1995-03-08;22;4;0;0;NA;0;0;0;NA;-1;-1;-1
683;181;181;2013-10-26 01:49:42;NA;F;1996-11-07;22;4;0;2;MISC;0;0;0;NA;0;0;-1
684;0;0;2013-10-26 03:01:28;NA;F;NA;0;5;0;0;NA;0;0;0;NA;-1;-1;-1
685;0;0;2013-10-26 03:08:37;NA;NA;NA;0;5;0;0;NA;0;0;0;NA;-1;-1;-1
686;9630;9630;2013-10-26 03:57:27;Universidad Alberto Hurtado;M;1993-01-09;0;5;0;2;VIDEOJUEGOS;0;0;0;NA;0;0;-1
687;210;10;2013-10-26 04:01:55;NA;M;NA;1;5;200;3;MISC;0;1;0;1;1;0.5;1
688;0;0;2013-10-26 04:03:57;NA;M;NA;1;5;0;0;NA;0;0;0;NA;-1;-1;-1
689;339;189;2013-10-26 05:35:23;NA;M;2001-02-01;2;5;150;9;DEPORTES;0;1;0;1;15;3.9509;11
690;0;0;2013-10-26 06:19:01;Universidad Diego Portales;M;1988-08-16;3;5;0;1;VIDEOJUEGOS;0;0;0;NA;0;-1;-1
691;0;0;2013-10-26 11:41:49;NA;F;NA;8;5;0;0;NA;0;0;0;NA;-1;-1;-1
692;0;0;2013-10-26 13:11:57;NA;NA;NA;10;5;0;0;NA;0;0;0;NA;-1;-1;-1
693;0;0;2013-10-26 14:07:14;Universidad de Santiago de Chile;F;1993-06-28;11;5;0;5;VIDEOJUEGOS;0;0;0;NA;0;0;-1
694;118;118;2013-10-26 14:25:27;Pontificia Universidad Cat;F;1994-02-22;11;5;0;1;VIDEOJUEGOS;0;0;0;NA;0;-1;-1
695;815;15;2013-10-26 14:33:34;NA;NA;NA;11;5;800;10;CINE;0;1;0;1;1;0.3143;-1
696;0;0;2013-10-26 15:18:34;NA;NA;NA;12;5;0;1;VIDEOJUEGOS;0;0;0;NA;0;-1;-1
697;10137;137;2013-10-26 15:48:41;Pontificia Universidad Cat;F;1990-03-05;12;5;10000;52;VIAJES;0;5;0;16;34;3.1165;21
698;2275;2275;2013-10-26 16:04:12;NA;F;1995-10-21;13;5;0;9;VIDEOJUEGOS;0;0;0;NA;1;0.3307;-1
699;2798;198;2013-10-26 16:41:38;Universidad Nacional Andr;M;1988-01-06;13;5;2600;25;CINE;0;2;0;4;0;0;0
700;5304;4;2013-10-26 16:43:44;Pontificia Universidad Cat;F;1993-11-28;13;5;5300;26;DEPORTES;0;2;0;12;20;3.1623;20
701;0;0;2013-10-26 17:19:13;NA;NA;NA;14;5;0;0;NA;0;0;0;NA;-1;-1;-1
702;805;805;2013-10-26 17:27:20;NA;NA;NA;14;5;0;4;VIDEOJUEGOS;0;0;0;NA;1;0.4714;-1
703;0;0;2013-10-26 18:20:12;NA;NA;NA;15;5;0;1;M;0;0;0;NA;0;-1;-1
704;0;0;2013-10-26 18:41:44;NA;NA;NA;15;5;0;1;MISC;0;0;0;NA;0;-1;-1
705;0;0;2013-10-26 19:29:14;NA;F;NA;16;5;0;0;NA;0;0;0;NA;-1;-1;-1
706;354;354;2013-10-26 22:09:19;Universidad Nacional Andr;M;1991-11-14;19;5;0;3;DEPORTES;0;0;0;NA;0;0;-1
707;0;0;2013-10-26 23:21:52;NA;NA;NA;20;5;0;0;NA;0;0;0;NA;-1;-1;-1
708;0;0;2013-10-26 23:32:46;NA;F;NA;20;5;0;0;NA;0;0;0;NA;-1;-1;-1
709;300;300;2013-10-26 23:50:17;Universidad Adolfo Ib;F;1993-02-02;20;5;0;0;NA;0;0;0;NA;-1;-1;-1
710;0;0;2013-10-26 23:55:26;NA;F;NA;20;5;0;0;NA;0;0;0;NA;-1;-1;-1
711;0;0;2013-10-27 00:03:10;NA;NA;NA;21;5;0;1;MISC;0;0;0;NA;0;-1;-1
712;0;0;2013-10-27 00:09:03;NA;F;NA;21;5;0;1;MISC;0;0;0;NA;0;-1;-1
713;0;0;2013-10-27 00:35:37;NA;F;NA;21;5;0;3;MISC;0;0;0;NA;0;0;-1
714;0;0;2013-10-27 00:43:56;NA;NA;NA;21;5;0;2;MISC;0;0;0;NA;44;0;-1
715;0;0;2013-10-27 00:49:43;NA;NA;NA;21;5;0;0;NA;0;0;0;NA;-1;-1;-1
716;0;0;2013-10-27 01:15:14;NA;F;1999-01-04;22;5;0;2;MISC;0;0;0;NA;0;0;-1
717;0;0;2013-10-27 02:05:04;NA;NA;NA;23;5;0;0;NA;0;0;0;NA;-1;-1;-1
718;0;0;2013-10-27 03:02:49;NA;NA;NA;0;6;0;0;NA;0;0;0;NA;-1;-1;-1
719;51277;23277;2013-10-27 13:33:04;NA;M;1997-08-09;10;6;28000;27;VIDEOJUEGOS;0;2;2;20;242;22.1928;235
720;168;168;2013-10-27 13:41:30;NA;F;NA;10;6;0;2;MISC;0;0;0;NA;0;0;-1
721;675;675;2013-10-27 13:44:14;NA;NA;NA;10;6;0;5;DEPORTES;0;0;0;NA;11;4.7631;-1
722;174;174;2013-10-27 14:39:21;NA;NA;NA;11;6;0;8;CINE;0;0;0;NA;9;1.4846;-1
723;300;300;2013-10-27 15:14:16;NA;F;NA;12;6;0;6;CINE;0;0;0;NA;47;18.8;-1
724;0;0;2013-10-27 15:15:25;NA;NA;NA;12;6;0;0;NA;0;0;0;NA;-1;-1;-1
725;354;54;2013-10-27 15:27:46;Universidad Cat;M;1992-07-08;12;6;300;3;VIDEOJUEGOS;0;1;0;2;0;0;-5
726;868;368;2013-10-27 15:47:20;NA;F;NA;12;6;500;4;MISC;0;1;0;1;3;0.8165;0
727;0;0;2013-10-27 15:56:18;NA;NA;NA;12;6;0;0;NA;0;0;0;NA;-1;-1;-1
728;0;0;2013-10-27 15:58:22;NA;F;NA;12;6;0;0;NA;0;0;0;NA;-1;-1;-1
729;0;0;2013-10-27 16:12:39;NA;F;NA;13;6;0;0;NA;0;0;0;NA;-1;-1;-1
730;0;0;2013-10-27 16:41:07;NA;M;NA;13;6;0;0;NA;0;0;0;NA;-1;-1;-1
731;0;0;2013-10-27 17:53:20;NA;F;NA;14;6;0;1;VIDEOJUEGOS;0;0;0;NA;0;-1;-1
732;0;0;2013-10-27 18:45:21;NA;F;NA;15;6;0;0;NA;0;0;0;NA;-1;-1;-1
733;3368;268;2013-10-27 20:09:49;NA;F;1995-10-21;17;6;3100;36;VIAJES;0;3;0;16;0;0;-19
734;1078;1078;2013-10-27 20:31:47;NA;NA;NA;17;6;0;25;DEPORTES;0;0;0;NA;2;0.3997;-1
735;0;0;2013-10-27 21:19:06;NA;F;NA;18;6;0;5;DEPORTES;0;0;0;NA;36;15.5885;-1
736;0;0;2013-10-27 23:16:39;NA;NA;NA;20;6;0;0;NA;0;0;0;NA;-1;-1;-1
737;120;120;2013-10-27 23:48:37;NA;F;NA;20;6;0;2;VIAJES;0;0;0;NA;136;0;-1
738;1964;1964;2013-10-28 01:06:19;NA;F;NA;22;6;0;3;MISC;0;0;0;NA;34;17;-1
739;3739;3739;2013-10-28 02:37:09;NA;M;NA;23;6;0;6;MISC;0;0;0;NA;212;83.3033;-1
740;0;0;2013-10-28 02:50:30;NA;F;NA;23;6;0;0;NA;0;0;0;NA;-1;-1;-1
741;0;0;2013-10-28 03:20:36;NA;NA;NA;0;0;0;0;NA;0;0;0;NA;-1;-1;-1
742;1530;1530;2013-10-28 03:44:54;Universidad Nacional Andr;M;1989-03-07;0;0;0;8;DEPORTES;0;0;0;NA;15;4.8529;-1
743;0;0;2013-10-28 11:50:07;NA;NA;NA;8;0;0;0;NA;0;0;0;NA;-1;-1;-1
744;0;0;2013-10-28 14:12:06;NA;F;NA;11;0;0;0;NA;0;0;0;NA;-1;-1;-1
745;0;0;2013-10-28 14:23:53;NA;NA;NA;11;0;0;0;NA;0;0;0;NA;-1;-1;-1
746;0;0;2013-10-28 15:12:51;NA;M;NA;12;0;0;0;NA;0;0;0;NA;-1;-1;-1
747;2238;438;2013-10-28 15:18:06;Universidad Nacional Andr;M;1993-03-01;12;0;1800;5;M;0;2;0;3;36;15.5885;36
748;4172;1072;2013-10-28 16:08:06;Universidad Santo Tom;M;1991-01-07;13;0;3100;17;CINE;0;2;0;5;178;12.1597;177
749;3065;1665;2013-10-28 17:02:21;Universidad de Las Am;M;1985-10-09;14;0;1400;8;DEPORTES;0;1;0;1;55;10.5753;-36
750;0;0;2013-10-28 17:32:19;NA;M;NA;14;0;0;2;VIDEOJUEGOS;0;0;0;NA;0;0;-1
751;0;0;2013-10-28 17:43:46;NA;NA;NA;14;0;0;1;CINE;0;0;0;NA;0;-1;-1
752;0;0;2013-10-28 17:57:17;NA;F;NA;14;0;0;3;MISC;0;0;0;NA;0;0;-1
753;0;0;2013-10-28 19:10:16;NA;NA;NA;16;0;0;0;NA;0;0;0;NA;-1;-1;-1
754;0;0;2013-10-28 19:24:21;NA;F;NA;16;0;0;0;NA;0;0;0;NA;-1;-1;-1
755;0;0;2013-10-28 20:44:08;NA;F;NA;17;0;0;1;DEPORTES;0;0;0;NA;0;-1;-1
756;0;0;2013-10-28 23:27:13;NA;M;NA;20;0;0;0;NA;0;0;0;NA;-1;-1;-1
757;0;0;2013-10-28 23:58:40;NA;NA;NA;20;0;0;0;NA;0;0;0;NA;-1;-1;-1
758;0;0;2013-10-29 00:00:17;NA;F;NA;21;0;0;1;MISC;0;0;0;NA;0;-1;-1
759;0;0;2013-10-29 00:10:56;Pontificia Universidad Cat;F;1991-01-29;21;0;0;0;NA;0;0;0;NA;-1;-1;-1
760;3404;354;2013-10-29 01:20:52;Pontificia Universidad Cat;F;1991-03-15;22;0;3050;6;DEPORTES;0;3;0;8;1;0.4;0
761;0;0;2013-10-29 02:02:19;NA;M;NA;23;0;0;0;NA;0;0;0;NA;-1;-1;-1
762;0;0;2013-10-29 03:31:03;NA;M;NA;0;1;0;0;NA;0;0;0;NA;-1;-1;-1
763;0;0;2013-10-29 03:59:10;Pontificia Universidad Cat;F;1990-08-22;0;1;0;0;NA;0;0;0;NA;-1;-1;-1
764;0;0;2013-10-29 05:00:55;NA;F;NA;2;1;0;10;MISC;0;0;0;NA;13;4.0855;-1
765;793;793;2013-10-29 11:57:16;Universidad del Desarrollo;NA;NA;8;1;0;2;MISC;0;0;0;NA;1;0;-1
766;0;0;2013-10-29 13:22:06;NA;M;NA;10;1;0;0;NA;0;0;0;NA;-1;-1;-1
767;14436;286;2013-10-29 17:37:22;Universidad del Desarrollo;M;1991-04-05;14;1;14150;22;CINE;0;4;0;26;189;28.4186;188
768;328;328;2013-10-29 18:26:12;NA;M;NA;15;1;0;2;DEPORTES;0;0;0;NA;0;0;-1
769;0;0;2013-10-29 18:46:21;NA;F;NA;15;1;0;0;NA;0;0;0;NA;-1;-1;-1
770;0;0;2013-10-29 19:38:07;NA;F;NA;16;1;0;9;CINE;0;0;0;NA;15;4.9608;-1
771;0;0;2013-10-29 21:01:50;NA;NA;NA;18;1;0;0;NA;0;0;0;NA;-1;-1;-1
772;0;0;2013-10-29 21:23:11;NA;NA;NA;18;1;0;3;MISC;0;0;0;NA;0;0;-1
773;0;0;2013-10-29 21:40:28;NA;NA;NA;18;1;0;1;MISC;0;0;0;NA;0;-1;-1
774;0;0;2013-10-29 23:27:56;NA;F;NA;20;1;0;0;NA;0;0;0;NA;-1;-1;-1
776;0;0;2013-10-29 23:41:27;NA;F;NA;20;1;0;1;MISC;0;0;0;NA;0;-1;-1
777;0;0;2013-10-29 23:49:02;NA;NA;NA;20;1;0;1;MISC;0;0;0;NA;0;-1;-1
778;0;0;2013-10-30 00:16:40;NA;M;NA;21;1;0;1;VIDEOJUEGOS;0;0;0;NA;0;-1;-1
779;0;0;2013-10-30 00:22:02;NA;NA;NA;21;1;0;3;MISC;0;0;0;NA;0;0;-1
780;0;0;2013-10-30 00:26:35;NA;F;NA;21;1;0;2;MISC;0;0;0;NA;0;0;-1
781;0;0;2013-10-30 00:34:29;NA;NA;NA;21;1;0;1;MISC;0;0;0;NA;0;-1;-1
782;0;0;2013-10-30 00:46:15;NA;F;NA;21;1;0;0;NA;0;0;0;NA;-1;-1;-1
783;0;0;2013-10-30 00:59:50;NA;M;NA;21;1;0;0;NA;0;0;0;NA;-1;-1;-1
784;4075;75;2013-10-30 01:59:41;Universidad del Desarrollo;M;1990-11-07;22;1;4000;6;M;0;2;0;7;9;2.4;-13
785;0;0;2013-10-30 02:49:04;NA;NA;NA;23;1;0;1;MISC;0;0;0;NA;0;-1;-1
786;0;0;2013-10-30 03:53:17;NA;M;NA;0;2;0;1;DEPORTES;0;0;0;NA;0;-1;-1
787;210;210;2013-10-30 03:59:30;NA;F;NA;0;2;0;5;MISC;0;0;0;NA;25;10.8253;-1
788;399;399;2013-10-30 11:45:33;Universidad del Pac;M;1989-02-13;8;2;0;1;DEPORTES;0;0;0;NA;0;-1;-1
789;0;0;2013-10-30 13:23:45;NA;M;NA;10;2;0;0;NA;0;0;0;NA;-1;-1;-1
792;427;427;2013-10-30 15:01:42;NA;F;NA;12;2;0;3;MISC;0;0;0;NA;12;6;-1
793;631;131;2013-10-30 15:11:33;Universidad Tecnol;F;1988-02-29;12;2;500;1;MISC;0;1;0;1;0;-1;-8
794;0;0;2013-10-30 16:54:29;NA;M;NA;13;2;0;2;DEPORTES;0;0;0;NA;0;0;-1
795;0;0;2013-10-30 19:27:39;NA;M;NA;16;2;0;0;NA;0;0;0;NA;-1;-1;-1
796;0;0;2013-10-30 20:24:39;NA;NA;NA;17;2;0;0;NA;0;0;0;NA;-1;-1;-1
797;0;0;2013-10-30 21:07:37;NA;F;NA;18;2;0;3;DEPORTES;0;0;0;NA;0;0;-1
798;315;315;2013-10-30 22:52:25;NA;F;NA;19;2;0;2;CINE;0;0;0;NA;0;0;-1
799;0;0;2013-10-31 00:27:39;NA;NA;NA;21;2;0;1;MISC;0;0;0;NA;0;-1;-1
800;0;0;2013-10-31 02:06:25;NA;NA;NA;23;2;0;0;NA;0;0;0;NA;-1;-1;-1
801;0;0;2013-10-31 15:02:43;NA;NA;NA;12;3;0;0;NA;0;0;0;NA;-1;-1;-1
802;0;0;2013-10-31 15:27:00;NA;M;NA;12;3;0;0;NA;0;0;0;NA;-1;-1;-1
803;0;0;2013-10-31 16:08:25;NA;F;NA;13;3;0;1;VIDEOJUEGOS;0;0;0;NA;0;-1;-1
804;7281;981;2013-10-31 16:24:34;Universidad de Chile;M;1993-12-11;13;3;6300;22;DEPORTES;0;2;0;17;8;1.2141;8
805;3347;147;2013-10-31 16:50:32;Universidad de Chile;M;1993-11-17;13;3;3200;21;CINE;0;1;0;8;13;2.8333;13
806;14700;50;2013-10-31 19:58:04;NA;M;NA;16;3;14650;19;M;0;4;0;52;39;4.0449;36
807;0;0;2013-10-31 20:03:32;Universidad de La Frontera;F;1990-03-08;17;3;0;5;DEPORTES;0;0;0;NA;15;5.9319;-1
808;0;0;2013-10-31 20:08:19;NA;F;NA;17;3;0;0;NA;0;0;0;NA;-1;-1;-1
809;0;0;2013-10-31 23:13:45;NA;F;NA;20;3;0;0;NA;0;0;0;NA;-1;-1;-1
810;0;0;2013-11-01 03:25:53;NA;M;NA;0;4;0;0;NA;0;0;0;NA;-1;-1;-1
811;0;0;2013-11-01 12:47:47;NA;M;NA;9;4;0;0;NA;0;0;0;NA;-1;-1;-1
812;0;0;2013-11-01 15:35:38;NA;M;NA;12;4;0;1;DEPORTES;0;0;0;NA;0;-1;-1
813;4569;3669;2013-11-01 21:18:08;NA;F;1995-07-27;18;4;900;5;VIDEOJUEGOS;0;2;0;2;9;3.3448;9
814;990;340;2013-11-01 21:35:02;Universidad Finis Terrae;F;1993-09-15;18;4;650;1;M;0;2;0;2;0;-1;0
815;0;0;2013-11-01 22:08:43;NA;F;NA;19;4;0;0;NA;0;0;0;NA;-1;-1;-1
816;0;0;2013-11-01 22:42:19;NA;NA;NA;19;4;0;2;MISC;0;0;0;NA;0;0;-1
817;0;0;2013-11-01 22:44:24;NA;NA;NA;19;4;0;0;NA;0;0;0;NA;-1;-1;-1
818;32;32;2013-11-02 00:09:17;NA;NA;NA;21;4;0;3;MISC;0;0;0;NA;0;0;-1
819;0;0;2013-11-02 04:00:36;NA;M;NA;1;5;0;5;VIDEOJUEGOS;0;0;0;NA;0;0;-1
820;5722;372;2013-11-02 17:13:54;NA;M;1990-08-29;14;5;5350;17;DEPORTES;0;3;0;6;24;3.0208;0
821;0;0;2013-11-02 23:23:33;NA;NA;NA;20;5;0;0;NA;0;0;0;NA;-1;-1;-1
822;4433;433;2013-11-02 23:32:12;NA;F;1996-01-06;20;5;4000;23;DEPORTES;0;1;0;8;12;1.2332;10
823;300;300;2013-11-03 00:46:40;Pontificia Universidad Cat;NA;NA;21;5;0;0;NA;0;0;0;NA;-1;-1;-1
824;0;0;2013-11-03 19:58:42;NA;F;NA;16;6;0;6;DEPORTES;0;0;0;NA;0;0;-1
825;1225;825;2013-11-03 20:02:14;NA;NA;NA;17;6;400;18;DEPORTES;0;1;0;1;0;0;0
826;350;350;2013-11-03 20:06:10;NA;F;NA;17;6;0;4;MISC;0;0;0;NA;0;0;-1
827;0;0;2013-11-03 22:30:38;NA;F;NA;19;6;0;1;MISC;0;0;0;NA;0;-1;-1
828;0;0;2013-11-03 23:44:49;Universidad del Desarrollo;F;1993-09-14;20;6;0;1;MISC;0;0;0;NA;0;-1;-1
829;0;0;2013-11-03 23:53:27;NA;F;NA;20;6;0;1;MISC;0;0;0;NA;0;-1;-1
830;0;0;2013-11-03 23:58:18;NA;F;NA;20;6;0;0;NA;0;0;0;NA;-1;-1;-1
831;904;104;2013-11-04 00:30:42;NA;M;NA;21;6;800;15;DEPORTES;0;1;0;2;0;0;0
832;210;210;2013-11-04 00:53:00;NA;M;NA;21;6;0;2;MISC;0;0;0;NA;0;0;-1
833;0;0;2013-11-04 14:32:19;NA;F;NA;11;0;0;0;NA;0;0;0;NA;-1;-1;-1
834;772;772;2013-11-04 14:47:28;Pontificia Universidad Cat;F;1994-12-07;11;0;0;1;MISC;0;0;0;NA;0;-1;-1
835;0;0;2013-11-04 15:42:04;NA;F;NA;12;0;0;2;MISC;0;0;0;NA;10;0;-1
836;0;0;2013-11-04 17:06:28;NA;F;NA;14;0;0;1;CINE;0;0;0;NA;0;-1;-1
837;0;0;2013-11-04 17:35:14;NA;F;NA;14;0;0;1;M;0;0;0;NA;0;-1;-1
838;35741;291;2013-11-04 18:07:21;Universidad del Desarrollo;F;1994-08-23;15;0;35450;274;VIAJES;0;7;0;94;125;2.9858;125
839;0;0;2013-11-04 18:25:03;NA;F;NA;15;0;0;1;MISC;0;0;0;NA;0;-1;-1
840;735;735;2013-11-04 22:03:54;NA;F;NA;19;0;0;1;MISC;0;0;0;NA;0;-1;-1
841;20395;3195;2013-11-04 23:14:02;Universidad del Desarrollo;M;1992-07-04;20;0;17200;13;M;0;3;1;9;14;1.5184;4
842;0;0;2013-11-04 23:16:25;NA;NA;NA;20;0;0;0;NA;0;0;0;NA;-1;-1;-1
843;0;0;2013-11-05 00:09:59;NA;F;NA;21;0;0;0;NA;0;0;0;NA;-1;-1;-1
844;910;910;2013-11-05 02:18:36;NA;NA;NA;23;0;0;3;MISC;0;0;0;NA;3;1.5;-1
845;0;0;2013-11-05 02:38:08;NA;M;NA;23;0;0;0;NA;0;0;0;NA;-1;-1;-1
846;2257;7;2013-11-05 04:12:37;Universidad del Pac;F;1989-05-11;1;1;2250;15;VIDEOJUEGOS;0;3;0;6;17;1.9704;17
